n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
3358,-16.0,-7.87,-2.0,3224.88,8863.706,9.822819232940674
3359,-16.0,-7.9,-2.0,3220.87,9057.56,10.953275203704834
3360,-16.0,-7.99,-2.0,3213.88,9032.739,9.997661352157593
3361,-16.0,-7.96,-2.0,3219.13,9164.718,11.715155124664307
3362,-16.0,-7.98,-2.0,3217.09,9224.233,10.295360803604126
3363,-16.0,-8.02,-2.0,3214.02,9121.159,9.121224403381348
3364,-16.0,-8.03,-2.0,3212.13,9156.3,9.618447542190552
3365,-16.0,-8.03,-2.0,3212.13,9027.12,10.007791519165039
3366,-16.0,-8.01,-2.0,3219.78,8804.883,9.649219274520874
3367,-16.0,-8.01,-2.0,3219.78,8697.216,9.984518051147461
3368,-16.0,-8.03,-2.0,3217.79,8792.992,10.813488245010376
3369,-16.0,-8.03,-2.0,3215.22,8788.606,10.92686676979065
3370,-16.0,-8.04,-2.0,3211.46,8879.958,10.8961923122406
3371,-16.0,-7.98,-2.0,3215.22,8662.069,9.563976764678955
3372,-16.0,-8.02,-2.0,3214.36,8672.058,10.456478834152222
3373,-16.0,-8.02,-2.0,3215.06,8778.028,10.21634817123413
3374,-16.0,-8.05,-2.0,3212.29,8878.355,10.627708911895752
3375,-16.0,-8.05,-2.0,3212.29,8823.363,9.383959293365479
3376,-16.0,-8.01,-2.0,3218.1,8960.081,10.950177431106567
3377,-16.0,-8.01,-2.0,3218.1,9097.938,11.40204644203186
3378,-16.0,-7.94,-2.0,3223.67,9138.799,11.191569089889526
3379,-16.0,-7.92,-2.0,3224.16,9030.897,9.824091911315918
3380,-16.0,-7.92,-2.0,3224.16,8989.086,10.488691091537476
3381,-16.0,-7.94,-2.0,3225.27,8988.358,9.564061403274536
3382,-14.0,-7.95,-2.0,3228.37,9024.03,10.81546688079834
3383,-14.0,-7.95,-2.0,3228.37,9128.351,11.26025128364563
3384,-14.0,-7.95,-2.0,3226.57,9111.405,10.496348857879639
3385,-14.0,-7.96,-2.0,3230.27,9171.022,10.028165340423584
3386,-14.0,-7.96,-2.0,3230.27,9065.138,9.896812677383423
3387,-15.0,-8.04,-2.0,3226.04,9009.857,10.85544204711914
3388,-15.0,-8.03,-2.0,3227.37,8913.191,10.267370462417603
3389,-15.0,-7.98,-2.0,3228.48,9003.139,10.75868821144104
3390,-15.0,-7.95,-2.0,3228.02,8987.407,10.329825639724731
3391,-15.0,-7.91,-2.0,3229.21,8920.98,8.83721923828125
3392,-15.0,-7.92,-2.0,3229.61,8746.239,9.012239933013916
3393,-15.0,-7.97,-2.0,3225.21,8632.724,10.091418027877808
3394,-15.0,-7.97,-2.0,3225.21,8724.691,11.375868797302246
3395,-15.0,-7.97,-2.0,3227.51,8738.739,10.142808198928833
3396,-15.0,-7.98,-2.0,3227.02,8727.686,9.809447765350342
3397,-15.0,-7.98,-2.0,3227.02,8601.704,9.574497938156128
3398,-15.0,-8.01,-2.0,3219.53,8534.518,9.661089897155762
3399,-15.0,-7.97,-2.0,3222.53,8430.266,9.68961787223816
3400,-15.0,-7.97,-2.0,3222.53,8365.169,9.648557186126709
3401,-15.0,-8.01,-2.0,3219.04,8429.087,9.558410406112671
3402,-15.0,-8.03,-2.0,3211.82,8675.578,11.459684133529663
3403,-15.0,-8.03,-2.0,3211.82,8602.674,9.374439477920532
3404,-15.0,-8.1,-2.0,3211.06,8497.191,10.350819826126099
3405,-15.0,-8.18,-2.0,3201.5,8551.131,10.717410564422607
3406,-15.0,-8.18,-2.0,3201.5,8460.203,8.904048204421997
3407,-15.0,-8.17,-2.0,3201.19,8408.384,9.132359504699707
3408,-15.0,-8.16,-2.0,3202.79,8340.401,8.919584035873413
3409,-15.0,-8.15,-2.0,3203.36,8393.946,10.223174571990967
3410,-15.0,-8.15,-2.0,3203.36,8490.417,10.612282752990723
3411,-15.0,-8.15,-2.0,3204.37,8645.865,11.078389883041382
3412,-15.0,-8.15,-2.0,3201.74,8494.751,9.956467390060425
3413,-15.0,-8.12,-2.0,3203.74,8591.67,10.323605060577393
3414,-15.0,-8.1,-2.0,3204.18,8580.7,10.219337701797485
3415,-15.0,-8.04,-2.0,3206.73,8537.406,10.26794958114624
3416,-15.0,-8.04,-2.0,3206.73,8517.662,8.69080924987793
3417,-15.0,-8.12,-2.0,3202.78,8743.312,11.32130742073059
3418,-15.0,-8.1,-2.0,3202.54,8800.533,9.477782011032104
3419,-15.0,-8.1,-2.0,3202.54,8824.426,10.480275392532349
3420,-15.0,-8.16,-2.0,3194.12,8633.833,8.736680746078491
3421,-15.0,-8.18,-2.0,3193.18,8564.36,10.410501956939697
3422,-15.0,-8.18,-2.0,3193.18,8693.749,11.256929874420166
3423,-15.0,-8.14,-2.0,3194.46,8694.479,10.344277143478394
3424,-15.0,-8.13,-2.0,3193.13,8687.855,10.123505592346191
3425,-15.0,-8.13,-2.0,3193.13,8602.575,9.390240669250488
3426,-15.0,-8.09,-2.0,3195.71,8711.555,9.778255701065063
3427,-15.0,-8.09,-2.0,3194.59,8769.053,11.887256860733032
3428,-15.0,-8.09,-2.0,3194.59,8983.169,11.658812999725342
3429,-15.0,-8.15,-2.0,3187.99,9005.099,10.689171314239502
3430,-15.0,-8.1,-2.0,3190.68,9187.045,10.569249391555786
3431,-15.0,-8.1,-2.0,3190.68,9145.808,9.985179662704468
3432,-15.0,-8.12,-2.0,3185.07,9078.32,10.582470417022705
3433,-15.0,-8.12,-2.0,3186.76,9005.672,9.607433795928955
3434,-15.0,-8.12,-2.0,3186.76,8952.527,9.545366525650024
3435,-15.0,-8.16,-2.0,3179.91,9140.571,11.271794557571411
3436,-15.0,-8.17,-2.0,3178.86,9197.204,10.324387311935425
3437,-15.0,-8.17,-2.0,3178.86,9034.792,10.33405876159668
3438,-15.0,-8.17,-2.0,3178.86,8988.9,11.154826879501343
3439,-15.0,-8.11,-2.0,3181.93,8861.67,9.38994312286377
3440,-15.0,-8.2,-2.0,3172.24,8848.742,10.405877590179443
3441,-15.0,-8.2,-2.0,3172.24,8796.72,9.465020656585693
3442,-15.0,-8.16,-2.0,3179.69,8859.226,11.199685096740723
3443,-15.0,-8.13,-2.0,3182.87,8874.133,9.737922430038452
3444,-15.0,-8.13,-2.0,3182.87,9002.344,10.90637493133545
3445,-15.0,-8.09,-2.0,3183.45,8985.317,11.135649919509888
3446,-15.0,-8.11,-2.0,3184.55,8989.771,10.352578163146973
3447,-15.0,-8.11,-2.0,3184.55,8943.752,9.791851997375488
3448,-15.0,-8.2,-2.0,3180.7,8787.831,9.602760553359985
3449,-15.0,-8.22,-4.0,3178.66,8792.035,9.479371309280396
3450,-15.0,-8.22,-4.0,3178.66,8851.044,10.99687933921814
3451,-15.0,-8.22,-4.0,3179.85,8864.495,9.566120147705078
3452,-15.0,-8.29,-4.0,3175.45,8748.449,10.018810272216797
3453,-15.0,-8.27,-4.0,3176.92,8784.555,10.155372381210327
3454,-15.0,-8.27,-4.0,3176.92,8670.164,9.75601601600647
3455,-15.0,-8.31,-4.0,3176.78,8579.299,10.211409091949463
3456,-15.0,-8.35,-4.0,3179.14,8566.821,10.273175239562988
3457,-15.0,-8.35,-4.0,3179.14,8520.225,9.362935304641724
3458,-15.0,-8.34,-4.0,3181.99,8576.785,10.152305603027344
3459,-15.0,-8.3,-4.0,3180.6,8602.844,9.711153030395508
3460,-15.0,-8.3,-4.0,3180.6,8494.7,9.894029140472412
3461,-15.0,-8.26,-4.0,3186.8,8533.996,9.955358743667603
3462,-15.0,-8.22,-4.0,3188.37,8582.479,10.511490106582642
3463,-15.0,-8.25,-4.0,3189.66,8572.846,10.02938199043274
3464,-15.0,-8.22,-4.0,3195.11,8565.521,9.675657510757446
3465,-15.0,-8.18,-4.0,3196.68,8632.917,10.894925355911255
3466,-13.0,-8.12,-4.0,3200.41,8826.243,12.215345859527588
3467,-13.0,-8.12,-4.0,3200.41,8951.491,10.531077146530151
3468,-13.0,-8.25,-4.0,3193.77,8927.039,9.915692329406738
3469,-13.0,-8.2,-3.0,3205.11,8915.822,9.606761932373047
3470,-13.0,-8.2,-3.0,3205.11,8863.922,9.433302164077759
3471,-13.0,-8.2,-3.0,3208.45,8726.582,8.56223440170288
3472,-13.0,-8.27,-3.0,3194.61,8672.349,9.984867572784424
3473,-13.0,-8.27,-3.0,3194.61,8816.918,11.507851600646973
3474,-13.0,-8.27,-3.0,3194.61,8999.86,11.529947280883789
3475,-13.0,-8.22,-3.0,3202.82,9022.811,11.113814115524292
3476,-13.0,-8.2,-3.0,3205.77,8901.537,10.966785192489624
3477,-13.0,-8.17,-3.0,3209.67,8704.864,8.64262318611145
3478,-13.0,-8.19,-3.0,3210.62,8825.558,11.153820037841797
3479,-13.0,-8.21,-3.0,3211.04,8755.269,8.870954513549805
3480,-13.0,-8.25,-3.0,3207.32,8882.56,10.693833351135254
3481,-13.0,-8.25,-3.0,3207.37,9173.923,11.502927780151367
3482,-13.0,-8.3,-3.0,3205.61,9172.276,9.972573041915894
3483,-13.0,-8.3,-3.0,3205.61,9034.532,10.13952922821045
3484,-13.0,-8.32,-3.0,3198.51,8904.545,10.204897403717041
3485,-13.0,-8.21,-3.0,3210.19,8795.808,10.049710035324097
3486,-13.0,-8.21,-3.0,3210.19,8659.675,9.604399681091309
3487,-13.0,-8.24,-3.0,3210.1,8660.426,8.593745470046997
3488,-13.0,-8.27,-3.0,3212.38,8633.713,10.863331079483032
3489,-13.0,-8.27,-3.0,3212.38,8730.987,9.842288732528687
3490,-13.0,-8.24,-3.0,3212.55,8651.772,9.855183839797974
3491,-13.0,-8.18,-3.0,3217.37,8564.259,10.613813877105713
3492,-13.0,-8.29,-3.0,3213.17,8655.968,10.881820917129517
3493,-13.0,-8.28,-3.0,3213.53,8663.875,10.25978422164917
3494,-13.0,-8.29,-3.0,3213.91,8688.283,10.47933030128479
3495,-13.0,-8.27,-3.0,3218.01,8652.601,9.688955783843994
3496,-13.0,-8.25,-3.0,3220.55,8626.623,9.364325284957886
3497,-14.0,-8.26,-3.0,3218.71,8807.962,10.458368062973022
3498,-14.0,-8.24,-3.0,3222.27,8730.703,10.12873649597168
3499,-14.0,-8.24,-3.0,3222.27,8730.361,9.852977275848389
3500,-15.0,-8.33,-3.0,3216.22,8646.413,9.066031217575073
3501,-15.0,-8.3,-3.0,3214.75,8596.485,10.15222978591919
3502,-15.0,-8.3,-3.0,3214.75,8566.76,10.576012372970581
3503,-15.0,-8.29,-3.0,3215.7,8645.292,11.02478551864624
3504,-15.0,-8.34,-3.0,3214.68,8626.761,10.296019077301025
3505,-15.0,-8.34,-3.0,3214.68,8647.306,9.873846769332886
3506,-15.0,-8.33,-3.0,3214.68,8635.076,9.284804344177246
3507,-15.0,-8.34,-3.0,3218.24,8727.492,11.394500017166138
3508,-15.0,-8.31,-3.0,3226.5,8842.128,11.222410440444946
3509,-15.0,-8.31,-3.0,3226.5,8856.476,10.00359058380127
3510,-15.0,-8.23,-3.0,3236.08,9053.021,11.063393592834473
3511,-15.0,-8.21,-3.0,3240.47,9040.62,9.999955415725708
3512,-15.0,-8.21,-3.0,3240.47,8889.419,9.086313247680664
3513,-15.0,-8.18,-3.0,3244.38,8783.954,9.920437574386597
3514,-15.0,-8.13,-3.0,3247.03,8824.317,10.713560104370117
3515,-15.0,-8.13,-3.0,3247.03,8836.423,10.01498293876648
3516,-15.0,-8.13,-3.0,3247.03,8869.713,9.545214414596558
3517,-15.0,-8.06,-3.0,3254.57,8865.055,11.326647520065308
3518,-15.0,-8.05,-3.0,3255.86,8891.004,11.48304796218872
3519,-15.0,-8.05,-3.0,3255.86,8921.04,10.287482738494873
3520,-15.0,-7.99,-3.0,3262.87,8756.896,9.341609954833984
3521,-15.0,-7.91,-3.0,3272.42,8900.912,11.452439069747925
3522,-15.0,-7.91,-3.0,3272.42,8766.966,7.760218858718872
3523,-15.0,-7.87,-3.0,3276.15,8811.566,10.388128995895386
3524,-15.0,-7.8,-3.0,3273.81,8836.139,10.967435121536255
3525,-15.0,-7.8,-3.0,3273.81,8862.382,10.27779507637024
3526,-15.0,-7.8,-3.0,3273.81,9033.321,11.26180362701416
3527,-15.0,-7.84,-3.0,3271.89,8863.668,9.629916429519653
3528,-15.0,-7.8,-3.0,3273.09,8871.625,11.571720600128174
3529,-15.0,-7.8,-3.0,3273.09,8961.488,11.193954467773438
3530,-15.0,-7.73,-3.0,3277.45,9045.307,10.233104467391968
3531,-15.0,-7.71,-3.0,3284.35,8954.441,10.533493518829346
3532,-15.0,-7.71,-3.0,3284.35,9179.459,9.984559774398804
3533,-15.0,-7.7,-3.0,3284.74,9114.464,9.698318481445312
3534,-15.0,-7.71,-3.0,3285.88,8925.407,9.047631740570068
3535,-15.0,-7.71,-3.0,3285.88,8926.596,10.260420083999634
3536,-15.0,-7.67,-3.0,3287.46,8840.564,10.392374038696289
3537,-15.0,-7.67,-3.0,3288.28,8893.822,10.166093587875366
3538,-15.0,-7.67,-3.0,3289.26,8683.375,9.462004899978638
3539,-15.0,-7.69,-3.0,3281.63,8597.684,10.422651529312134
3540,-15.0,-7.76,-3.0,3277.36,8711.757,11.349490642547607
3541,-15.0,-7.74,-3.0,3280.37,8688.892,10.29360055923462
3542,-15.0,-7.77,-3.0,3277.85,8625.787,9.386656999588013
3543,-15.0,-7.78,-3.0,3278.83,8716.554,10.682770490646362
3544,-15.0,-7.7,-3.0,3280.19,8775.924,9.622074365615845
3545,-15.0,-7.7,-3.0,3280.19,8942.463,11.926080703735352
3546,-15.0,-7.71,-3.0,3275.4,9000.797,11.039637804031372
3547,-15.0,-7.69,-3.0,3274.31,8822.461,8.365352392196655
3548,-15.0,-7.69,-3.0,3274.31,8882.153,10.06667709350586
3549,-15.0,-7.67,-3.0,3279.04,9028.615,11.8486487865448
3550,-15.0,-7.72,-3.0,3267.4,8981.828,10.918208599090576
3551,-15.0,-7.72,-3.0,3267.4,8853.009,9.022334814071655
3552,-15.0,-7.73,-3.0,3264.07,8936.099,10.17568063735962
3553,-15.0,-7.74,-3.0,3268.4,8934.088,10.66741943359375
3554,-15.0,-7.74,-3.0,3268.4,8933.06,9.622657299041748
3555,-15.0,-7.73,-3.0,3265.01,8749.451,10.1358482837677
3556,-15.0,-7.73,-3.0,3265.01,8732.833,10.868198156356812
3557,-15.0,-7.75,-3.0,3261.66,8841.96,9.494041681289673
3558,-15.0,-7.8,-3.0,3256.8,8916.149,10.87058424949646
3559,-15.0,-7.8,-3.0,3256.8,8647.993,9.090557098388672
3560,-15.0,-7.74,-3.0,3263.28,8663.609,11.052073955535889
3561,-15.0,-7.74,-3.0,3263.28,8829.316,10.695641040802002
3562,-15.0,-7.69,-3.0,3271.26,8772.614,9.611345052719116
3563,-15.0,-7.62,-3.0,3276.35,8785.49,10.76032567024231
3564,-15.0,-7.62,-3.0,3276.35,8913.822,10.89255976676941
3565,-15.0,-7.59,-3.0,3277.33,8900.713,10.020805358886719
3566,-15.0,-7.55,-3.0,3279.35,8911.94,10.942132711410522
3567,-15.0,-7.57,-3.0,3280.42,8877.844,9.113553285598755
3568,-15.0,-7.55,-3.0,3276.38,8815.858,10.178727865219116
3569,-15.0,-7.51,-3.0,3280.29,8936.277,10.33206820487976
3570,-15.0,-7.49,-3.0,3279.52,8912.85,10.810391426086426
3571,-15.0,-7.47,-3.0,3283.2,8852.125,10.084756135940552
3572,-15.0,-7.56,-3.0,3276.48,9058.699,11.683547496795654
3573,-15.0,-7.47,-2.0,3280.61,9187.92,12.063469409942627
3574,-15.0,-7.48,-2.0,3281.59,9208.981,11.123486042022705
3575,-15.0,-7.52,-2.0,3277.58,9155.617,9.431578397750854
3576,-15.0,-7.54,-2.0,3271.42,9151.094,10.96464729309082
3577,-15.0,-7.58,-2.0,3267.01,9416.147,11.802859544754028
3578,-15.0,-7.58,-2.0,3267.01,9499.731,11.05156421661377
3579,-15.0,-7.61,-2.0,3258.11,9501.797,10.366959571838379
3580,-15.0,-7.61,-2.0,3258.11,9417.981,9.95177435874939
3581,-15.0,-7.61,-2.0,3258.52,9389.116,9.763037204742432
3582,-13.0,-7.49,-2.0,3271.56,9172.283,9.510494709014893
3583,-13.0,-7.49,-2.0,3271.56,8893.296,9.21591591835022
3584,-13.0,-7.54,-2.0,3267.23,8629.545,8.436731576919556
3585,-13.0,-7.57,-2.0,3263.86,8734.454,10.53342890739441
3586,-12.0,-7.43,-2.0,3271.53,8743.793,11.052865505218506
3587,-12.0,-7.44,-2.0,3270.61,8588.091,10.288064002990723
3588,-12.0,-7.46,-2.0,3267.92,8615.933,11.288976192474365
3589,-12.0,-7.44,-2.0,3268.8,8578.895,9.993646144866943
3590,-12.0,-7.44,-2.0,3268.8,8697.979,11.190932989120483
3591,-12.0,-7.48,-2.0,3265.67,8761.606,10.423641443252563
3592,-12.0,-7.53,-2.0,3256.62,8798.858,9.896749258041382
3593,-12.0,-7.46,-2.0,3261.66,8857.052,9.81348705291748
3594,-12.0,-7.43,-2.0,3267.88,9088.213,10.774169445037842
3595,-12.0,-7.46,-2.0,3270.25,9033.444,9.940067291259766
3596,-12.0,-7.47,-2.0,3272.32,8991.995,10.595830917358398
3597,-12.0,-7.49,-2.0,3270.8,8886.982,9.196085691452026
3598,-12.0,-7.5,-2.0,3270.19,8813.788,10.584058046340942
3599,-12.0,-7.55,-2.0,3267.19,8824.327,10.102622985839844
3600,-12.0,-7.6,-2.0,3263.9,8802.903,10.970818758010864
3601,-12.0,-7.62,-2.0,3260.95,8738.062,9.777411699295044
3602,-12.0,-7.64,-2.0,3259.25,8583.955,8.348088502883911
3603,-12.0,-7.67,-2.0,3255.07,8571.941,9.721031665802002
3604,-12.0,-7.73,-2.0,3248.98,8622.613,11.319941282272339
3605,-12.0,-7.78,-2.0,3242.92,8747.855,11.170696258544922
3606,-12.0,-7.81,-2.0,3246.31,8739.92,10.541195392608643
3607,-12.0,-7.81,-2.0,3246.31,8909.925,10.864896774291992
3608,-12.0,-7.76,-2.0,3251.26,8881.714,10.273850440979004
3609,-12.0,-7.76,-2.0,3248.79,8895.588,10.239819288253784
3610,-12.0,-7.76,-2.0,3248.79,8902.549,10.991702318191528
3611,-12.0,-7.79,-2.0,3248.51,8909.136,9.865870952606201
3612,-12.0,-7.84,-2.0,3246.01,9223.48,11.497681617736816
3613,-12.0,-7.84,-2.0,3246.01,9296.673,10.45510745048523
3614,-12.0,-7.84,-2.0,3244.76,9362.287,11.906722068786621
3615,-12.0,-7.85,-2.0,3236.98,9319.326,10.795462846755981
3616,-12.0,-7.85,-2.0,3236.98,9300.611,10.300798177719116
3617,-12.0,-7.85,-2.0,3236.98,9248.279,10.329304695129395
3618,-14.0,-7.91,-2.0,3225.08,9379.153,11.606707572937012
3619,-14.0,-7.91,-2.0,3232.83,9249.414,8.917938947677612
3620,-14.0,-7.91,-2.0,3232.83,9037.538,8.878763198852539
3621,-14.0,-7.93,-2.0,3235.28,9150.729,11.015220642089844
3622,-14.0,-7.86,-2.0,3240.07,8993.438,9.894529104232788
3623,-14.0,-7.86,-2.0,3240.07,9028.341,10.79267930984497
3624,-14.0,-7.98,-2.0,3235.4,8840.726,10.039804697036743
3625,-14.0,-8.0,-2.0,3233.42,8768.348,10.070743322372437
3626,-14.0,-8.0,-2.0,3233.42,8686.52,9.46221399307251
3627,-14.0,-8.03,-2.0,3233.95,8780.245,11.308195114135742
3628,-14.0,-8.04,-2.0,3230.58,8627.228,10.04443073272705
3629,-14.0,-8.04,-2.0,3230.58,8802.349,10.709493160247803
3630,-14.0,-8.02,-2.0,3230.25,8857.537,9.430248498916626
3631,-14.0,-7.94,-2.0,3238.17,8857.201,10.990903854370117
3632,-14.0,-7.94,-2.0,3238.17,8810.335,9.401241064071655
3633,-14.0,-7.94,-2.0,3238.06,8911.254,11.786106586456299
3634,-14.0,-7.9,-2.0,3240.11,8960.091,10.55090618133545
3635,-14.0,-7.88,-2.0,3243.86,8809.771,8.553248643875122
3636,-14.0,-7.88,-2.0,3243.86,8983.781,11.211730480194092
3637,-14.0,-7.92,-2.0,3237.77,8930.393,10.773677349090576
3638,-14.0,-7.88,-2.0,3244.18,9004.197,10.793173789978027
3639,-14.0,-7.88,-2.0,3244.18,8999.162,10.627795457839966
3640,-14.0,-7.91,-2.0,3238.44,9124.058,10.72069525718689
3641,-14.0,-8.02,-2.0,3226.0,8970.693,9.436359405517578
3642,-14.0,-8.02,-2.0,3226.0,8953.612,9.290338516235352
3643,-14.0,-8.05,-2.0,3224.71,8707.245,9.336752653121948
3644,-14.0,-8.13,-2.0,3220.2,8710.663,10.554914951324463
3645,-14.0,-8.13,-2.0,3220.2,8853.57,9.941323041915894
3646,-14.0,-8.18,-2.0,3218.19,8771.74,10.40265941619873
3647,-14.0,-8.13,-2.0,3224.8,8732.702,10.360734462738037
3648,-14.0,-8.13,-2.0,3224.8,8691.434,10.373488187789917
3649,-14.0,-8.16,-2.0,3218.69,8496.224,8.670706510543823
3650,-14.0,-8.16,-2.0,3214.76,8502.093,10.760239124298096
3651,-14.0,-8.16,-2.0,3214.76,8725.741,11.660643339157104
3652,-14.0,-8.17,-2.0,3211.73,8855.873,10.585814476013184
3653,-14.0,-8.16,-2.0,3210.9,8965.331,10.402589321136475
3654,-14.0,-8.25,-2.0,3203.04,8938.278,10.308155536651611
3655,-14.0,-8.23,-2.0,3205.67,8993.718,10.547495126724243
3656,-14.0,-8.21,-2.0,3209.2,8894.377,9.461953401565552
3657,-14.0,-8.13,-2.0,3218.61,8970.714,11.131371259689331
3658,-14.0,-8.13,-2.0,3218.61,8995.678,10.649853944778442
3659,-14.0,-8.06,-2.0,3230.05,8980.766,8.558982133865356
3660,-14.0,-8.04,-2.0,3233.93,8882.11,9.772381782531738
3661,-14.0,-8.03,-2.0,3234.82,8823.906,11.079835891723633
3662,-14.0,-8.06,-2.0,3236.68,8825.79,10.580224990844727
3663,-14.0,-8.09,-2.0,3233.37,8859.901,10.752668142318726
3664,-14.0,-8.07,-2.0,3237.66,8943.573,11.14238429069519
3665,-14.0,-8.07,-2.0,3237.66,8986.327,10.98265290260315
3666,-14.0,-8.07,-2.0,3238.8,9091.852,10.488886833190918
3667,-14.0,-8.1,-2.0,3240.08,9134.056,11.564058780670166
3668,-14.0,-8.1,-2.0,3240.08,9144.137,10.755365371704102
3669,-14.0,-8.02,-2.0,3249.8,9286.175,9.907393217086792
3670,-14.0,-8.01,-2.0,3244.06,9301.462,9.916560173034668
3671,-14.0,-8.01,-2.0,3244.06,9179.444,9.882238149642944
3672,-14.0,-8.04,-2.0,3243.17,9031.28,9.095511674880981
3673,-14.0,-8.14,-2.0,3237.73,9114.824,11.618968486785889
3674,-14.0,-8.14,-2.0,3237.73,9039.804,10.427636623382568
3675,-14.0,-8.18,-2.0,3228.44,9127.473,11.845593452453613
3676,-14.0,-8.18,-2.0,3218.9,9088.11,10.090869903564453
3677,-14.0,-8.13,-2.0,3225.85,8867.307,9.32731819152832
3678,-14.0,-8.14,-2.0,3224.77,8791.926,9.983322381973267
3679,-14.0,-8.1,-2.0,3230.71,8852.362,10.575158834457397
3680,-14.0,-8.11,-2.0,3228.5,8825.591,9.675461053848267
3681,-14.0,-8.07,-2.0,3229.24,8781.578,9.449257373809814
3682,-14.0,-8.11,-2.0,3224.76,8851.666,9.86124324798584
3683,-14.0,-8.13,-2.0,3223.09,8896.737,12.086359977722168
3684,-14.0,-8.13,-2.0,3223.09,8723.45,8.692970752716064
3685,-14.0,-8.02,-2.0,3232.14,8669.38,11.299181699752808
3686,-14.0,-8.08,-2.0,3225.65,8768.836,11.106074571609497
3687,-14.0,-8.07,-2.0,3225.3,8856.444,10.242042303085327
3688,-14.0,-8.19,-2.0,3216.01,8938.189,10.833152532577515
3689,-14.0,-8.15,-2.0,3219.47,8789.817,9.111780643463135
3690,-14.0,-8.09,-2.0,3227.56,8730.721,9.065638303756714
3691,-14.0,-8.18,-2.0,3215.82,8782.912,10.003227710723877
3692,-14.0,-8.14,-2.0,3217.81,8763.321,9.616901397705078
3693,-14.0,-8.12,-2.0,3218.19,8421.91,8.629730224609375
3694,-14.0,-8.05,-2.0,3222.62,8491.484,9.380892276763916
3695,-14.0,-8.05,-2.0,3223.95,8448.723,10.87431788444519
3696,-14.0,-8.05,-2.0,3225.01,8387.896,10.47040843963623
3697,-14.0,-8.11,-2.0,3214.41,8394.783,10.292290687561035
3698,-14.0,-8.11,-2.0,3214.41,8292.867,9.787242412567139
3699,-13.0,-8.06,-2.0,3221.33,8406.556,10.24976396560669
3700,-13.0,-8.09,-2.0,3213.5,8696.318,11.929312229156494
3701,-13.0,-8.04,-2.0,3218.17,8663.007,9.617530345916748
3702,-13.0,-8.0,-2.0,3223.71,8623.3,9.233933687210083
3703,-13.0,-8.04,-2.0,3217.97,8782.471,10.25478458404541
3704,-13.0,-7.97,-2.0,3223.19,8812.5,9.705496311187744
3705,-13.0,-7.97,-2.0,3223.19,8810.287,10.819396495819092
3706,-13.0,-7.88,-2.0,3227.8,8885.338,11.259385347366333
3707,-13.0,-7.85,-2.0,3229.34,8787.458,9.36715292930603
3708,-13.0,-7.85,-2.0,3229.34,8891.685,10.813416481018066
3709,-13.0,-7.88,-2.0,3226.79,8893.745,10.240591287612915
3710,-13.0,-7.9,-2.0,3222.27,8687.767,9.905938863754272
3711,-13.0,-7.9,-2.0,3222.27,8771.614,10.46860671043396
3712,-13.0,-7.92,-2.0,3221.67,8863.031,10.147400379180908
3713,-13.0,-7.9,-2.0,3224.84,8779.232,9.414839029312134
3714,-13.0,-7.9,-2.0,3224.84,8883.947,10.706584692001343
3715,-13.0,-7.98,-2.0,3219.89,8857.092,10.580585241317749
3716,-13.0,-7.98,-2.0,3221.47,8842.625,11.085086345672607
3717,-13.0,-7.93,-2.0,3223.32,8861.324,9.483291864395142
3718,-13.0,-7.92,-2.0,3222.57,8859.591,10.825947761535645
3719,-13.0,-7.95,-2.0,3219.13,8692.924,8.551400184631348
3720,-13.0,-7.9,-2.0,3223.97,8658.266,9.557313919067383
3721,-13.0,-7.9,-2.0,3223.97,8690.286,10.768896579742432
3722,-13.0,-7.86,-2.0,3229.52,8804.712,11.30388069152832
3723,-13.0,-7.88,-2.0,3232.48,8994.933,11.303934097290039
3724,-13.0,-7.86,-2.0,3234.63,8855.588,9.352915048599243
3725,-13.0,-7.83,-2.0,3240.97,8826.74,10.26904559135437
3726,-13.0,-7.79,-2.0,3244.58,8859.99,11.387616395950317
3727,-13.0,-7.74,-2.0,3252.92,8950.185,10.41365909576416
3728,-13.0,-7.85,-2.0,3240.07,8881.152,10.134443044662476
3729,-13.0,-7.85,-2.0,3240.07,9080.496,10.57689118385315
3730,-13.0,-7.84,-2.0,3242.67,9166.093,10.440324544906616
3731,-13.0,-7.81,-3.0,3246.53,9129.8,10.434267044067383
3732,-13.0,-7.81,-3.0,3246.53,8988.373,9.88895583152771
3733,-13.0,-7.72,-3.0,3254.55,8952.11,10.966133117675781
3734,-13.0,-7.7,-3.0,3254.13,8972.089,9.580156087875366
3735,-13.0,-7.7,-3.0,3254.13,8957.267,10.134496927261353
3736,-13.0,-7.69,-3.0,3254.51,8963.17,11.518723249435425
3737,-13.0,-7.74,-4.0,3250.32,9112.887,11.920816898345947
3738,-13.0,-7.73,-4.0,3251.3,9195.1,10.91029167175293
3739,-13.0,-7.75,-4.0,3245.67,9197.925,10.566556215286255
3740,-13.0,-7.8,-4.0,3239.9,9334.564,11.76246690750122
3741,-13.0,-7.75,-3.0,3245.07,9292.442,9.975977897644043
3742,-13.0,-7.77,-3.0,3242.88,9371.487,10.63404655456543
3743,-13.0,-7.82,-3.0,3227.63,9252.408,9.763710021972656
3744,-13.0,-7.87,-3.0,3223.67,9300.989,10.032330513000488
